number,professor,review
WCOMS4115,"Misra, Vishal","Overall a good class. Good programming assignments, some of the written hw questions can be vague. Class lectures were alright but were unfortunately scheduled to start at 9:10AM, so I missed most of them.
Exams were not problematic if you knew your stuff, which you would if you could do the homework.
On a side note, I was able to use this class to get quite a nice bit of experience doing multithreaded programming. That was pretty nice.
Workload:
2-3 Programming Assignments (Time Consuming), 4-5 Written HW (easy enough), midterm, final"
WCOMS4115,"Aho, Alfred","In all, Professor Aho was a pretty interesting teacher who went over quite a bit of useful material in an ultimately fulfilling class. He is friendly and always willing to talk, and is very approachable during office hours. I would recommend him for CS4115.
Workload:
Two assignments, 1 Final Project, 1 Midterm, 1 Final. The Midterm was deadly, everything else was fine."
WCOMS4115,"Edwards, Stephen","I personally like his interesting sense of humor, but some find it annoying. As a transfer student, I feel he gave the other side of programming languages than my other class which was more theory-based -- one down side is that he doesn't know that much about the lambda calculus, which seems to be a big hole in somebody teaching programming languages.
In terms of teaching the material, lectures can be a bit scattered but always have great information. His homeworks and exams are more than fair as they are straight out of the lectures. If you are in his class, attending the lectures will make you do well in the class.
Workload:
The workload was overall about the same as some other programming classes like Networks with prof. Misra, but is definitely less work than OS"
WCOMS4115,"Edwards, Stephen","I don't know what to make of Edwards. I like the guy, and I'm *pretty* sure he's a good professor. But I can't prove it.
Edwards knows everything about language design; he's funny and relatively friendly. He keeps the lectures interesting, sort of -- but by the end of the term nobody went to class. For one thing, ONE annoying kid managed to ruin the whole term by asking ridiculously irrelevant questions every five seconds, and Edwards never really tried to shut him up. So the lectures kind of went to shit from that point on.
But! PLT is super-intense and is probably the first (well, maybe OS) 4000-level course that actually kicks your ass. Personally, I like this. You work in groups and design a language; if you're like us, you leave it until reading week and then just live in the CLIC lab for a few days. You can do it, but it's a bitch.
Anyway, you're just choosing between Edwards and... what, Aho? for this class, so choose Edwards.
Workload:
Two homeworks, which tend to mirror the contents of the exam and final almost exactly. Exams are surprisingly hard compared to the rest of the coursework.
Then you have to implement a programming language... for us, that ran about 30 hours lab time, plus a 40-page report (mostly source code)."
WCOMS4115,"Aho, Alfred","If you are interested in programming languages or are required to take PLT to graduate, I would strongly encourage that you take this course with a different professor. In the beginning of the semester, you will think that Aho's lectures are pretty cool and engaging. Moreover, there is a sense that you are basking in glow of computer science rock-stardom (he is one of the co-authors of the famed ""Dragon Book"" text that you will be using for the class). But, after the first three or four weeks, we were often told to just look in the book to learn about any new concept. In fact, each new idea that was introduced was concluded with the words ""go look in the book."" He gives affectations to being devoted to his students, and I remember going to office hours several times to ask about topics that weren't being elucidated particularly well by the book. Each time, he forgot my name, and at the end of the (short) conversation, his helpful response was -- guess what? -- ""go look in the book."" This was irresponsible teaching, and he's able to get away with it because he is tenured and famed within his field. His teaching style would improve vastly if he could only say ""go look in the book"" in other ways, like ""refer to the book for more details"" or ""the book contains much more information on this topic"" or even ""read the book and it will explain this concept better than I can ever explain to you during this lecture."" I took this class in Spring 2004, and I'm sadly still bitter about this class. You will learn much from this course, but learning about compilers from this guy would be no better than, say, go looking in the book and reading about it on your own.
Workload:
No homeworks (!). There is a midterm (20% of final grade), a final (40%) and a semester-long project (40%). The project consists of a language whitepaper, a language design spec, a working implementation of your language, a presentation on how your language works, plus a final report and code print-out (expect it to be about 100+ pages at least). The final was exactly as long as the midterm (both were given during the regular 75-minute class period, and they had the same number of questions) yet it counts for twice as much. TAs were not helpful, but most likely they were overwhelemed with the sheer number of students. Pick your project partners wisely, as you're going to be stuck with them for the *entire* semester."
WCOMS4115,"Edwards, Stephen","PLT is a very dry subject, especially when taught using reams of slides. However, Prof. Edwards is very funny and made the class very interesting. He has a warped sense of humor and would spice up the lecture notes with hilarious pictures. Here are some of his famous lines: ""hangs like a criminal"", ""a lazy approach gets you out of infinite work"", ""Things are always in the last place you look. Of course they are! You always stop looking once you've found it."", ""Union is like a structure except its schizophrenic"", ""Symbol table is like a roach motel, you can checkin but you can never leave"", ""computer scientists are smart asses"", ""if thy arc offends thee"", etc. etc.
Oh, to my great delight Prof. Edwards would often preface a topic with ""this would make a great exam question..."". Take heed this advice!
Workload:
Homeworks aren't too bad, exams are difficult (study!), and the group project is massive! For the project, get started early, meet weekly at least, use cvs, get the language design right, don't bite off more than you can chew! For the exam, make sure you know the basics, know the HW cold, pay attention to good test questions."
WCOMS4115,"Edwards, Stephen","I'll say this for Prof. Edwards: he made PLT way more interesting than it should have been. He is definitely one of the wittier professors in the CS department, so the lectures were engaging. But if you're planning on printing out slides before lecture, be warned: there are a lot of them (about 40 per class, on average). Plus, he really integrates his own research into the lectures, as opposed to just plugging it like other profs. Central to PLT is a group project in which you get together with three other people and implement a programming language of your own devising, which is possibly the most challenging and rewarding thing I have done as a CS major.
Workload:
Group language project, worth 40% of your grade - very manageable if you plan everything out from day one. Also, two throwaway problem sets and a cheet-sheet friendly midterm and final."
WCOMS4187,"Bellovin, Steven","This course is fairly simple, and a good bet if you are trying to improve your GPA.
4-5 fairly easy, (written + programming) assignments (50%) that will be as simple or as complex as you want them to be; however, putting in extra effort to write an extraordinary program will not fetch you extra credits.
Easy mid-term (20%) and finals (30%) that contain only open-ended, ""open to interpretation"" questions. There are no right or wrong answers to most of the questions. You are supposed to integrate all your knowledge to answer the questions, but basically the answers are so downright simplistic (and amusing) that they might not strike you at all. That is, if you have a rough idea of what has been taught in the class, and use appropriate terms from the slides and suggested reading materials while answering, and mention that your answer assumes ""so-and-so"", you can hardly get it wrong.
The whole course is about applying common sense. I have to say that I didn't learn anything spectacular in this course. I goofed up in the midterms because I didn't apply ""enough"" common sense, and did very well in everything else. And I got an A- with a 92%, so that should say it all.
Workload:
Low to medium."
WCOMS4187,"Bellovin, Steven","Professor Bellovin is an engaging and well-prepared lecturer. He's got a good sense of humor, he can draw you in to the material, and when he does he explains it very clearly. Of course, the material is intrinsically interesting, varied and with a strong focus on real-world security incidents.
I'd recommend the course, but there are some caveats. There's no single textbook and the readings, while usually interesting, vary greatly in terms of how thoroughly they cover their subjects. On top of that, while lecture notes are posted online, they usually provide only a broad outline of what Bellovin says in class, so it can be hard to find reference material for homeworks or for studying if you missed a class or didn't take good notes.
Also, Bellovin appears to be something of a big shot in the computer security world outside of academia (eg., helped write Usenet back in the day, won the 2007 NIST / NASA security award). This is kind of cool, but involves him missing a relatively large number of classes to travel to conferences and so on. When he's gone, classes are taught by the TA, and at least in our case, the TA was a non-native English speaker and a bad lecturer.
Workload:
4 homeworks, which make up 50% of the grade, plus a midterm and a final. The midterm and the final are relatively easy if you've gone to a reasonable number of the lectures and done a reasonable amount of the reading; the questions are straightforward. Each homework has a written part and a programming part. The homeworks are moderately difficult and time-consuming, about the average for a Columbia comp sci class, but are graded particularly harshly. There is also a tough lateness policy, and no freebies / dropping lowest grade / etc. If the class is curved, it doesn't change much."
WCOMS4706,"Hirschberg, Julia","Awesome. Her and Professor Gross are my favorite professors.
Her classroom delivery is fantastic. Slides were lacking in content but she more than made up for it.
If you attend class you'll be perfectly fine. Notes don't really convey audible concepts well so it helps to hear them in person. I think you'd get pretty lost if you didn't attend regularly. At least skim through the assigned readings, I found actually reading them to be unnecessary. Just getting the gist of it or reading the abstract is usually ok.
The lectures are the theory, the homework is the implementation, which makes it sometimes necessary to visit the TA to find out how to do it.
Workload:
Homework (biweekly) was very, very light, and interesting. The subjects were scattered and sometimes disconnected from the lectures and you may need to go to the TA to figure out exactly what's going on in the assignment, but once you do, each takes less than 2 hours.
We didn't have a midterm, and the final project was 3 3-page scientific papers analyzing various topics in the readings (don't worry, you don't have to read all of the readings).
Grading was average."
WCOMS4995,"Arabshian, Knarig","From my course evaluation:
I am sorry to say, but this course was a waste of time and money. The professor began the semester hiding behind a desk, and it only got worse from there.
As more and more people stopped coming, she seemed to lose more and more of her confidence.
The midterm was a disaster, much too long and needlessly picky on syntax. Certain things are done best by computers, so what is the point of having them on an exam other than to be able to ascribe a grade at the end?
Following the midterm, the professor basically lectured (read 'read straight from the slides, which were straight out of the book') directly to the computer, only raising her head to bury it in the textbook or to look at the blackboard. Not to say that she didn't respond to questions, but half the class could have disappeared and she wouldn't have noticed.
Overall, the course seemed to be more about teaching things that could be easily tested, rather than understanding concepts in depth.
This is not a teacher who should be returning next semester.
Workload:
Not too intense, but a lot of self teaching, as the lectures were largely inadequate."
WCOMS4995,"Yee, Bernard","Either you love Bernie or you hate him. You'll get a lot out of the class if you're self-motivated, willing to put in a LOT of work, and have a thick skin. If not, then you probably shouldn't take the class. Bernie will rip your game to shreds and show you all the problems with and holes in your design. That said, the class is great for those who are excited about designing and building a game with only a little outside direction. (Keep in mind that it doesn't have to be a *video* game. It can be a board game, a card game, or any other kind of game you can design. No coding experience or knowledge required!) I would strongly recommend this class, but not to the faint of heart.
Workload:
a lot of written work (which was never graded or returned to us...), a semester long project (your game...)"
WCOMS4995,"Yee, Bernard","A semi-retired game designer with a cult of personality. Kind of a jerk, but sometimes effective. You'll know on the first day whether you want to stay in the class, because it's sort of a big arrogant meritocracy. Highs and lows.
Workload:
A lot of written work, most of which isn't very productive. Also you have to code a video game from scratch; that takes just an eensy bit of time."
WCOMS4995,"Schulzrinne, Henning","I agree with the previous reviewer. Stay way clear of this class unless they change the layout of it severly.
The lectures were just student presentations of different more or less interesting subjects. It was supposed to be seminar style but since no one had a good VoIP background the presentations (including mine) were naturally shallow and buzz word centric.
The labs (30%) were enormously time-consuming and not very rewarding. My group had hands on experience with setting up VoIP servers before, otherwise I would had been completely screwed. The presentations were alright but harshly graded. The projects were rather vague and too wide in scope and in my opinion most of the groups did not produce anything of substantial value.
Even though this was the class that caused me the most stress and took almost as much time as OS I still got a rather lousy grade compare to other classes. This class gave me almost nothing. I still don't know how VoIP works :-)
Workload:
The labs took way to much time without giving much back. There were no proper instructions and even though the TA was very helpful it still did not work very well.
I would have thought that we would just play around with VoIP equipment but it was more an exercice in testing 12 different features on say 4 different phones and over UDP and TCP rendering 12x4x4x2 cases to implement and test."
WCOMS4995,"Schulzrinne, Henning","Steer clear of this course. It is supposed to be a research course, but except for the project (40%), everything else is a lot of manual (I'd prefer the word 'menial') labor that comes to nothing. Schulzrinne is probably a brilliant professor, but this course is the worst I have ever taken in my whole life, and this course is also the worst mistake I made in Columbia.
As it seemed to me, there is nothing worthwhile taught in the class, the TA was not very useful if you went up to him with problems, the labs (3, 30%) were long and monotonous that didn't teach you anything about how VoIP really worked, 2 presentations (30%) that is supposed to make you research the topics and give a talk on (but everybody just makes short work of it).
The project can be really meaningful if you choose a good topic, but make sure you either do it alone or get a partner who is sincere about the work and is not looking for a free ride. The TA was not very helpful in resolving either technical or interpersonal problems. You might get a mentor in one of the professor's PhD students, but remember that you might not get a lot of help unless you put it yourself. Everyone I went to talked in arcane terms that they expected you to know, but you wouldn't know anything about them unless you have prior background in that field.
And compared to the fact that it has a 40% weightage, the professor does expect a little more than that. If you do take this course, brace yourself for some boring moments in the semester, and do not take up a project that would require you to write a lot of code from scratch. No one seemed to care that writing original, running source code for a nascent idea wasn't trivial (that was what my project was about, and unfortunately I had a partner who thought his job was only to supervise).
I wouldn't recommend this to anyone, but to each his own.
Workload:
Average to a little high, but only in quantity and not quality."
WCOMS4170,"Feiner, Steven","The class is very well organized but the lectures are really boring. The assignments in this course are all based on Flash Builder with 3 assignments(2 individual) and a final project. The theory exams are totally theoritical. If you have a really good memory, you can do very well in the exam. Just read everything from the textbook as well as his slides thoroughly, as questions can come from anything: Be it a single line mentioned in the slide or rather a random paragraph from the tetxtbook.
Workload:
Easy course. Not too time demanding!"
WCOMS4170,"Feiner, Steven","This class is great for someone that is planning to go into UI research. For everyone else, not so much. It should actually be called ""The History of User Interface Analysis and Research."" Feiner spent many of the lectures describing, in laborious detail, research projects and ideas from 15 to 30 years ago.
As the review before mine points out, the tests are sadistic. Unless you have a photographic memory, you are not going to do well. The midterm's questions were based on less than 1% of what was covered in the lectures, textbook, and articles he asked us to read. For example, 20% of the test was based on one random paragraph from one of the many articles. Another 20% was based on a topic he spent literally 5 minutes talking about during a lecture. Why is this a bad idea? It rewards students that have better memories or, to a lesser degree, that happen to get lucky because they studied the 1% of material that shows up on the tests. Studying for Feiner's tests is essentially a game of roulette, but with much a lesser chance of success.
Oh yeah, and Flash Builder 4 is terrible.
Workload:
2 individual assignments and 2 group projects. Time consuming, but not particularly hard.
Sadistic midterm and final."
WCOMS4170,"Feiner, Steven","I would not say that Prof. Feiner has a harmonious relationship with teaching, but it's hard to be more specific than that. He is careful to be organized and to cover material on schedule; yet he obviously hasn't edited the material he teaches in years - it's old and mostly irrelevant, although the final 3 weeks of class finally had some traction. He tries to be a good guy (I guess) by telling you how to prepare for exams and then says ""do all the [voluminous, outdated] reading and review your class notes,"" as though that's helpful -- and then asks a couple of questions on the exams that are calculated to punish all but those who memorized the course material. 40% of the midterm, for example, was based on a topic covered by 3 pages in the text and a couple of his slides -- all of which seems faintly sadistic. The individual HW's were interesting; there could have been more of them. The team projects, as always, were an aggravating waste of time. I think that if, as a start, Feiner updated 60% of his course material and learned how to relax, both his and his students' attitudes would improve.
Workload:
Not bad unless you consider reading hundreds of pages of 20-30 year old ACM articles a waste of time."
WCOMS4170,"Feiner, Steven","A word of caution. Feiner seems to have a predanatural power to remember faces. His class will bore you to tears, so few people show up. However he still knows who people are, and for those that are on this floor a lot (CEPSR 6), this is a big problem. I mean either that or scowling glares are the norm in his lab.
PS: The material covered is common sense. Any basic design class (in any field) will teach you everything this class does (and then some). The biggest problem with way this class is presented is that there are 200 billion different rules and guidelines, which all together sound like superstitious drivel. The field has few (important) pricinples, all of which are presented in the first week. The rest is a waste of time.
Workload:
a few nights worth of coding. Really, really unpleasant coding."
WCOMS4170,"Feiner, Steven","I mostly agree with what's been said by earlier reviewers, but wanted to point out some ways in which the class was different in the fall of '03 compared to earlier years:
Professor Feiner makes extensive use of powerpoint nowadays, as well as videos, some overhead slides, etc. The powerpoint slides aren't especially comprehensible in isolation, though; when reviewing for the midterm, have the notes in one window and google open in another to look up terms that aren't explained directly on the slides.
Apart from that, I don't feel like I really learned the vocabulary and concerns of interface designers working in industry; the class focused more on academic UI research, past and present. I plan to redress this by doing a fair amount of independent reading this term.
Workload:
I found the programming workload for the course to be staggering. Part of this can be attributed to the lack of written problem sets or assignments that were strictly design assignments; for all four we had to handle design _and_ implementation. The first three assignments built on each other (though the final project was unrelated), but assignments 2 and 3 both required significant reworkings of and extensions to what came before. I don't think that an advanced undergraduate course should require its students to produce more than 2000 original lines of code or so, and I wrote much, much more than that."
WCOMS4170,"Feiner, Steven","Since you really have to take Feiner if you want to ever take UID, you need to just ignore his poor ability as an instructor; just use this opportunity to read a lot of textbook material and research papers in this field. It is a field that is completely ignored in ALL other classes, and it is quite important. Unlike most courses in the department it actually practical and applicable to anything you'll ever program. I do agree with all previous (bad) reviews. However, the problem with the allegedly harsh grading of the homework is that most of the grade is not based on functionality. Your program may follow all specs, but still get a C. It is the USER INTERFACE that gets you most of the credit. And you can only start thinking of user interface AFTER you completed all specs, which is usually around 5am the night before it is due. And that is truely a big problem with this class. But as you know from the previous reviews, you get some penalty-free late days to use on any combination of the first 3 (!!!)assignments. Another major problem is that there is a lot of reading, and it is all asked about in the midterm and final. As a rule of thumb, if there is a formula of some sort in any of the papers, it will appear eventually on a test. You will probably have to state it and explain it. Nothing too fancy, but you do need to memorize a bunch of them like it's a high-school history test. Not the end of the world, though.
It is true, this class feels more like a Humanities class that a regular CS class. You have to read a lot papers, and there are never problem sets (only programming projects with minor explanations of ""why did you choose the interface that you did""). It is, though, not the hardest class you have taken or will take in the department, and it opens a window to a very neglected (and again, practical) area of compters. Lets face it, in the real world, your boss/client is much more likely to care about the interface of your program. And like in this class, they are going to take the functionality as a given.
Workload:
Never in groups . 3 programming assignments, a final programming projet + a demo (ALL graded for user iterface rather than for functionality), a midterm, and a comprehensive final. Also, A LOT of reading. While the book can be somewhat skimmed, you do need to know the major concepts of every chapter. As a rule of thumb, after reading every chapter ask yourself 5 feasible questions he can ask. It's pretty obvious. There is no way around reading all research papers, and don't fool yourself you will have enough time to read even a quarter of them during finals. However, like in every class like this, nobody has time to do all the reading and there's a curve. The midterm and final consist only of essay questions. The trick is that if you understand the general theory (mostly from the book) and use ""the UID language,"" you can totally b/s and get some partial credit on occasion. Finer travels a lot, so there are many occasions that there is a gust lecture, some of them really cool."
WCOMS4170,"Feiner, Steven","I will admit that his lecturing style is pretty bad. But he does make time for his students in office hours, and looks like he genuinly wants to talk to you. You meet with him once, and he will remember your name. So that is one good part of this professor that shoudl be remembered. Workload in the class is not that bad."
WCOMS4170,"Feiner, Steven","Never in my life have I seen a professor hold so much contempt and disdain for his students. Feiner's lectures are flat out boring and . He has you read one or two of around 25 long research papers, and then just stands in a corner and writes sloppily on an overhead projector while discussing it. He is impossible to approach, because he seems to believe that students (and their questions) are below him. The three homework assignments here were not hard (about 15 hours each, roughly), but the final project was tough only because of the demo. Doing a demo with Feiner is basically him apathetically saying ""mm hm"" every two seconds to your explanation, and then bringing up every bad aspect of your program to you that he can find in the 5 minute span and grilling you on it. Tests are tough, too. Feiner holds you responsible for those research papers on his tests, which are entirely essay form. The bottom line: unless you enjoy reading insane amounts of research papers, steer clear of Feiner.
Workload:
Three homework projects (not hard), one final project with demo (hard only because of Feiner's demo practices), midterm and final, based on an unbelievable amount of REQUIRED reading"
WCOMS4170,"Feiner, Steven","Why does this Prof. even bother to teach, it's so obvious that he hates it and has contempt for students. There is too much reading for the class, as in addition to the textbook (not bad) he assigns copious amounts of PHD disertations that are total BS. The subject is interesting, but he berates his TAs and they then grade the projects harshly.
Workload:
3 2 week programming assignment, 1 3 week final programming projcet, midterm,final"
WCOMS4170,"Feiner, Steven","User Interfaces contains useful, if somewhat obvious, material. He basically follows the book without adding a huge amount. He has a fair lateness policy, but seems unable to deviate from it when student's circumstances require it (i.e. sickness)."
WCSEE4119,"Yemini, Yechiam","Nice guy, ABSOLUTELY THE WORST PROFESSOR I'VE HAD AT COLUMBIA.
Lectures are extremely dry. He talks in a slow mumble that is impossible to hear. Youmust constantly ask him to speak up where he usually replies ""I'll try but I have a soft voice.""
Exams are ok if you can manage to get something out of his lectures.
Ok here's the biggie, HOMEWORK ASSIGNMENTS ARE CRYPTIC
Written homework assignments usually contain material that he sneaks in his lectures in the last 5 minutes. His assignments are unclear and leave you dumbfounded as to what you are supposed to produce, usually a very lengthy Q/A on his website follows with frustrated students probing explanations as to what the assignment actually means.
Programming assignments are impossible unless you are not taking any other classes and have done extensive network programming before. Yechiam Yemini does not go so far as to talk about programming in class. EVER. Unless you've already done it you don't have a shot at the programming assignments, which are just as cryptic as the written assignments. Also be ready to drop some cash on a CLIC account if you don't have one, all assignments are submitted via virtual machines on CLIC. Deadlines are also very short, usually about 10 days for extremely high involvement work
I really wanted to like this class, the topic is important and the class deserves a better professor. Wait for Dan Rubenstein or someone else to teach it before you take it.
Writing this review is making me physically upset.
Other than that, he seems like a really nice guy and I don't think he means to cause heartache. The poor sucker just can't teach (or talk loudly for that matter) and makes everything harder than it needs to be.
Workload:
3-4 written assignments, 2-3 programming assignment, midterm and final. The exams are fine but the homework makes this class absolutely frustrating
Oh yea I need to clarify. He does not write is own exams (thankfully). The midterm he gave was a Rubenstein test. Yemini admitted to it and Rubenstein's name was on the test."
WCSEE4119,"Rubenstein, Daniel","Rubenstein definitely takes these reviews seriously, and has improved dramatically. Don't worry about his old, negative culpa reviews, because the he is nothing like that. He is one of the best professors I have had at Columbia in CS. After having taken both Fundamentals and Networks with him, I highly recommend him.
His lectures are spread between writing on the board and going over lecture slides that the textbook made. Both are pretty good, but when he writes on the board, he can go really fast. If you don't want to fall behind in class when he's writing on the board, don't copy everything down (though I did, and I often got lost). Listen though and ask questions. The textbook might serve as a good resource. I referred to it several times, but you could probably get away with just using Wikipedia. There's no assigned reading but he does cover nearly everything in the textbook (and more).
Homeworks are reasonable. The first two programs are the hardest, but after that they just get easier (and even easier still). Do yourself a favor and do them in Java, trying to do the noble thing and programming in C just won't cut it. The first program will take 40+ hours in C, or 10 hours in Java. Your choice. You have plenty of time for the programs. The separate theory homeworks are assigned with only 1 week to do them (sometimes concurrently with the programs), so if you don't start early they can be tough.
His tests and theory problems work the same way. You learn the basic concepts in the class. Then you're asked questions that rearrange problems to something you've never seen before and are something that was covered in class. The only way you can do well is if you have a strong understanding of the material (obviously).
He is a fair/generous grader and a nice guy if you go to his office hours. Listen, ask questions in class, start the programs relatively early (and do them in Java!), know the concepts and you'll do fine. Usually the class has a low average too.
Do take this course even if it's not required for your track. Unlike some CS classes, the material is actually interesting and relevant to so many things. No abstract theoretical stuff that you can't relate to anything. All in all, an excellent course and excellent professor.
Workload:
4 programs (they get easier as the semester progresses)
4 theory assignments (some easier than others)
1 midterm (too long)
1 final (reasonable, though tricky)"
WCSEE4119,"Zussman, Gil","Prof Zussman is a very smart professor with a lot of background in Networking. His lectures are very well planned (granted the slides are from the publisher). The lectures are good if you are at all interesting in networking and general informative.
The lectures are planned so well that any student asking a more advanced question or trying to correct the professor is faced with a sharp reply from the professor.
The book does a good job of giving a implementation and high level view of networking, but that is not enough for this course. Gil likes to bring his research of statistics into the classroom and sometimes supplements the book for his slides he created while at MIT. They are full of statistics and other advanced topics which are asked on most of the homeworks.
The statistics which are briefly discussed in class are a large portion of the homework and exams.
The programming assignments were time consuming, but pretty simple if you have used threads and sockets before. You can use C or JAVA.
Workload:
Assignments: 6-7 written homework assignments
2 mid-sized programming assignments
Mid Term : 75 min. during class hours, calculator and one sided letter paper with notes allowed.
Final: Dec. 21, 9AM, 180 minutes, calculator and one sided letter paper with notes allowed, comprehensive.
Method of Evaluation
Assignments 30%
Midterm 25%
Final 45%"
WCSEE4119,"Rubenstein, Daniel","Prof. Rubenstein is really nice person. He tries to make everything clear to you and put lot of emphasis on concepts. He prefers to write everything on board rather than using slides. His way of teaching may or may not be preferred by students. Its depend on students. Like many students including me were comfortable with board. Prof. Dan tries hard to make you fundamental clear and theoretically sound. If you attend his lecture regularly, understanding concepts of CN will not be problem for you.
The only thing that was that not much time was spent on practical and programming. You yourself has to learn socket programming. If you are doing it first time then it may take some time.
Overall a very good class. You will really learn a lot especially if you are new or little knowledge about Networks.
Workload:
Workload is average. 4 Programming assignment and 4 written + one midterm and one final. Midterm and finals together make 70% of grade. So do them properly!"
WCSEE4119,"Rubenstein, Daniel","Professor Rubenstein tries to do a good job, but in the end his attempt at teaching networking is not very good. There are a few ways he can improve this class.
First of all, he teaches the class from a very theoretical point of view. Considering this course is described as an â€œIntroduction to computer networks,â€ he needs to focus less on the theory. The theory he teaches is excessive to the point that itâ€™s hard for me to follow how the theory relates to networking in real life. I donâ€™t have a problem with theory, but first Iâ€™d like to learn something practical so that I know how to apply the theory.
Prof. Rubenstein clearly states that he does not follow the book. I understand that many professors do not follow the book because they need to present material that relates more closely to the course. Unfortunately, in this situation, itâ€™s a big mistake. Based on the course description, the material in the book is better than what Prof. Rubenstein teaches.
Compared to other classes, Prof. Rubenstein also puts a lot of weight on the mid-term and final. Based on the amount of effort Iâ€™ve had to put in to the homework and programming assignments, I think the assignments should be a larger factor in the overall grade. He barely teaches anything in class on how to do the programming assignments. This leaves students with a lot of work although it only counts for a small portion of the grade.
I wouldâ€™ve liked to learn about networking in this class, but unfortunately it looks like all Iâ€™ve learned is strange theory that I have no idea how to apply to real life. I think Prof. Rubenstein could do a decent job teaching the course if he would just read the course description one more time and realize that he doesnâ€™t need to teach anything other than whatâ€™s presented in the textbook. Save the theory for a different class, donâ€™t give it to us in the introduction to networks class."
WCSEE4119,"Baset, Salman","Network Lab sucks, but it doesn't totally suck. Baset's lectures are beyond worthless (he's barely audible and doesn't cover relevant material), and the labs are EXTREMELY frustrating and repetitive. But you do learn some actual skills... I'm legitimately smarter for having taken this class.
But it ate up my time and gave me an ulcer from doing endless, monotonous network tasks. It's sort of like being a real-life network person. Ow, my stomach.
You can do a final project instead of taking a final exam, which isn't a bad idea, although the projects are really poorly stated and vague, and we found his expectations had changed a lot from the terse description he'd given us. Still, it was tolerable.
Workload:
Ten labs, with quick prelabs and LONG group reports (a lot of ours were 60+ pages; although a lot was debug output, it was still a ton of writing; even trading them off, they ate up lots of time. A few brief homework assignments thrown in now and then."
WCSEE4119,"Misra, Vishal","Like swimming through Jello. Bad lectures, good programming assignments, bad written homeworks, unbelievable exams.
It's not that the exams were hard. They were open book. But even if you knew ALL the material, you couldn't really do well on the exams. Or the written homeworks. I don't think anyone knew the right answers, because the questions were vague and were graded vaguely to boot.
Workload:
Fair: Three reasonable-difficulty programming assignments, five short written assignments, open book exams."
WCSEE4119,"Rubenstein, Daniel","First of all, Rubenstein is a little insecure. At least that's the first impression he gave to me, and I write this knowing full well that he's going to read this review. In the introductory lecture, he spent a full five minutes explaining why the reviews of him that were posted on CULPA are unfair.
While I've heard professors respond to CULPA reviews before, I've never seen anyone get so defensive about one.
It leaves you with the impression that he feels like he's got something to prove, which is unfortunate since he's not a bad teacher.
Unfortunately, for all the time he spent preparing his defense of his CULPA reviews, he never really seemed to spend enough time preparing to teach the course. The fact that he doesn't like any of the books out there isn't by itself a problem, but he needs to understand that there are people who like to be able to use books as a reference, to supplement lectures. The fact that he didn't decide whether to teach the course top down or bottom up until the second lecture meant that he couldn't recommend a book that covers the material in the same order that he would. This meant that those of us who tried to use the book he suggested to help with the early material were stuck with references to things that wouldn't be covered until the end of the course. How difficult would it have been for him to take the time to make that decision just a few days earlier so that he could suggest a book that could complement his lectures?
Likewise, despite requests from several students, he never produced any kind of schedule for the course. No one had any way of knowing what would be covered, when it would be covered, or when the assignments would be due. This was especially problematic around midterms, when people are trying to budget their time, and Rubenstein decided to give out the information pertinent to assignments at the very last minute.
I don't have a problem with teaching networks from a theoretical perspective, but I wish he spent more time talking about networks early on and less time trying to justify his decision to teach the way he does. Furthermore, everyone in the class has already taken a stats course of some sort, since it's a prerequisite for the course. It really wasn't necessary to spend 3 lectures early on explaining about expected value, especially since there was no schedule that people who already understood stats could refer to so that they could skip the redundant sessions.
The assignments were the kicker. He's certainly not the first CS professor I've had who's extremely rigid about assignment deadlines, but usually the ones who are that rigid are obsessive compulsive about posting the assignments well in advance and making sure that the project specification is detailed enough to avoid problems. Instead, Rubenstein would give out assignments usually a day or three after he promised, only to have to go through several rounds of revisions to account for mutually contradictory requirements within the project. It's not that the assignments are bad, just that he doesn't seem to take enough prep time to really set them up properly ahead of time.
As for his exams, he takes great pride in making them hard, which is certainly his right. The trick is to understand that he'd always rather ask a question designed to trick people than directly test their understanding of the underlying concepts. While it's useful to understand the concepts, you need to go into his exams trying to find the places where he's trying to trip you up. Unfortunately, this means that performance on the tests is at least as much about your ability to outsmart Rubenstein as it is about whether or not you're learning about computer networks.
All told, don't go out of your way to take any classes with him. He's not bad at standing in front of a room and explaining things, but he seems thoroughly uninterested in spending sufficient time preparing to teach. As for the theoretical angle he likes to take, it's not as bad as the other review would indicate, I just wish he hadn't wasted everyone's time with remedial stats in order to do it.
Workload:
Regular problem sets. Not so regular programming assignments. Don't get going too early on the assignments, since he'll change them. Midterm and final, designed to trick you."
